artist,date,time,city,title,type
丁辉,2019-12-14,19:00,上海,曾经如是,stage
陆宇鹏,2019-07-21,14:30,上海,梵高,stage
鞠红川,2019-05-26,19:30,无锡,声入人心巡演,concert
丁辉,2019-09-29,19:30,上海,暗恋桃花源,stage
陈博豪,2019-08-02,19:30,重庆,你眼里的蓝,concert
仝卓,2019-05-11,19:30,长沙,声入人心巡演,concert
刘彬濠,2019-11-28,19:30,上海,帅小伙的蔬果店,stage
阿云嘎,2019-05-25,19:30,上海,云上之声,concert
郑云龙,2019-04-21,14:30,上海,信,stage
廖佳琳,2019-11-24,19:30,武汉,声入江城,concert
高杨,2019-04-26,19:30,青岛,声入人心巡演,concert
龚子棋,2019-08-03,19:30,成都,你眼里的蓝,concert
方书剑,2019-08-23,19:30,杭州,我的遗愿清单,stage
方书剑,2019-09-21,19:30,福州,我的遗愿清单,stage
马佳,2019-12-24,20:00,深圳,难忘的旋律,concert
丁辉,2019-07-08,19:30,北京,长腿叔叔,stage
郑云龙,2019-07-11,19:30,北京,我们剧场见(GALA),concert
王凯,2019-10-12,20:00,南宁,Cherish珍晰,concert
石凯,2019-12-15,19:30,长沙,Cherish珍晰,concert
仝卓,2019-12-02,19:30,长沙,声入人心II巡演,concert
丁辉,2019-03-14,19:30,上海,暗恋桃花源,stage
方书剑,2019-04-27,14:30,上海,信,stage
周深,2019-06-29,19:30,成都,王心凌演唱会,concert
高天鹤,2019-05-22,19:30,厦门,声入人心巡演,concert
阿云嘎,2019-09-17,16:00,北京,七彩华夏声在中国,concert
李向哲,2019-09-19,20:30,南宁,第21届南宁国际民歌节艺术节,concert
王凯,2019-06-09,19:30,北京,国家大剧院驻院歌剧演员音乐会,concert
郑云龙,2019-11-08,19:45,西安,保利ART音乐节,concert
马佳,2019-05-09,19:30,武汉,声入人心巡演,concert
高杨,2019-08-31,19:30,宁波,我爱宁波大型歌会,concert
郑云龙,2019-07-18,19:30,上海,青春上海筑梦仟寻,concert
仝卓,2019-05-25,19:30,上海,云上之声,concert
梁朋杰,2019-08-10,19:30,南京,你眼里的蓝,concert
陈博豪,2019-07-23,19:30,武汉,你眼里的蓝,concert
李文豹,2019-10-19,19:30,重庆,Cherish珍晰,concert
梁朋杰,2019-06-08,14:30,上海,泰爱你,stage
翟李朔天,2019-07-20,19:30,上海,梵高,stage
高杨,2019-06-28,19:30,上海,长腿叔叔,stage
丁辉,2019-10-13,19:30,上海,暗恋桃花源,stage
王凯,2019-09-03,19:00,长春,新中国电影视听交响音乐会,concert
简弘亦,2019-07-27,19:30,长沙,亦X不染,concert
方书剑,2019-08-25,19:30,上海,信,stage
王凯,2019-04-26,19:30,青岛,声入人心巡演,concert
丁辉,2019-04-18,19:30,上海,暗恋桃花源,stage
廖佳琳,2019-06-21,19:30,北京,不说再见,concert
刘彬濠,2019-10-19,18:30,三亚,三亚体育旅游嘉年华启动仪式,concert
简弘亦,2019-11-03,19:30,重庆,亦X不染,concert
张超,2019-05-03,19:30,成都,保利ART音乐节,concert
王晰,2019-06-07,19:30,杭州,Cherish珍晰,concert
高杨,2019-07-06,14:00,北京,长腿叔叔,stage
李琦,2019-05-03,19:30,成都,保利ART音乐节,concert
丁辉,2019-06-15,19:30,上海,幺幺洞捌,stage
方书剑,2019-07-20,19:30,上海,梵高,stage
洪之光,2019-07-03,19:30,洛阳,美丽中国,stage
蔡程昱,2019-04-16,19:30,北京,声入人心巡演,concert
王晰,2019-12-28,19:30,太原,Cherish珍晰,concert
洪之光,2019-04-28,19:30,北京,美丽中国,stage
仝卓,2019-07-24,21:20,长沙,芒果音乐节,concert
阿云嘎,2019-02-23,20:00,海口,海洋风主题歌曲作品展演音乐会,concert
洪之光,2019-06-25,19:00,南昌,高雅艺术进校园,concert
刘彬濠,2019-11-30,19:30,上海,帅小伙的蔬果店,stage
方书剑,2019-07-21,19:30,上海,梵高,stage
洪之光,2019-07-26,19:30,北京,东方歌舞一枝花,concert
方书剑,2019-10-29,14:00,上海,追寻,stage
郑云龙,2019-05-04,19:30,上海,漫长的告白,stage
张超,2019-05-05,19:30,常州,声入人心巡演,concert
王凯,2019-11-24,19:30,武汉,声入江城,concert
王凯,2019-04-30,19:30,武汉,亦X不染,concert
梁朋杰,2019-10-27,19:30,上海,音乐之声,stage
丁辉,2019-07-19,19:30,上海,我们剧场见(GALA),concert
梁朋杰,2019-08-25,20:00,深圳,你眼里的蓝,concert
高天鹤,2019-05-03,19:30,成都,保利ART音乐节,concert
王晰,2019-04-24,19:30,沈阳,声入人心巡演,concert
廖昌永,2019-12-31,19:30,上海,梦圆东方2020跨年盛典,concert
陈博豪,2019-04-30,19:30,武汉,亦X不染,concert
王晰,2019-11-03,19:30,上海,Cherish珍晰,concert
蔡程昱,2019-11-24,19:30,广州,我爱你，中国,concert
余笛,2019-04-12,19:00,长春,声动春城,concert
王凯,2019-09-12,19:30,济宁,乔羽作品演唱会,concert
方书剑,2019-05-22,19:30,上海,我的遗愿清单,stage
洪之光,2019-10-20,19:30,上海,JOSE CURA音乐会,concert
金圣权,2019-06-21,19:30,北京,不说再见,concert
阿云嘎,2019-07-11,19:30,北京,我们剧场见(GALA),concert
廖佳琳,2019-04-23,19:30,上海,不说再见,concert
黄子弘凡,2019-01-13,20:00,广州,记忆乡愁,concert
方书剑,2019-06-08,20:00,长沙,我的遗愿清单,stage
丁辉,2019-04-19,19:30,上海,暗恋桃花源,stage
方书剑,2019-04-28,19:30,上海,信,stage
廖昌永,2019-11-09,19:30,苏州,廖昌永师生音乐会,concert
翟李朔天,2019-12-28,19:30,太原,Cherish珍晰,concert
廖佳琳,2019-08-18,19:30,北京,你眼里的蓝,concert
陆宇鹏,2019-10-26,14:30,上海,音乐之声,stage
阿云嘎,2019-10-06,14:30,上海,威尼斯商人,stage
刘彬濠,2019-08-04,19:30,广州,Cherish珍晰,concert
阿云嘎,2019-10-05,13:30,南京,森林音乐狂欢节,concert
梁朋杰,2019-12-24,19:30,上海,音乐之声,stage
余笛,2019-10-03,20:00,西安,时光博物馆,concert
阿云嘎,2019-05-12,19:30,长沙,声入人心巡演,concert
南枫,2019-08-17,14:30,苏州,星悦汇专场音乐会,concert
高杨,2019-07-27,14:00,广州,长腿叔叔,stage
王凯,2019-12-02,19:30,北京,抒情新时代,concert
翟李朔天,2019-08-16,19:30,北京,Cherish珍晰,concert
丁辉,2019-10-13,14:30,上海,暗恋桃花源,stage
蔡程昱,2019-06-29,20:00,承德,芒果音乐节中国马镇站,concert
翟李朔天,2019-06-09,19:30,上海,泰爱你,stage
郑云龙,2019-05-11,19:30,长沙,声入人心巡演,concert
郑云龙,2019-04-13,14:30,上海,信,stage
龚子棋,2019-12-08,19:30,广州,声动羊城,concert
仝卓,2019-06-02,19:30,上海,声入人心巡演,concert
石凯,2019-05-12,19:30,长沙,声入人心巡演,concert
张超,2019-12-18,19:30,北京,中央音乐学院星期音乐会,concert
王晰,2019-08-25,19:30,长春,声动春城,concert
王凯,2019-05-11,19:00,杭州,凯笛LUCK音乐会,concert
高杨,2019-07-12,19:30,北京,长腿叔叔,stage
阿云嘎,2019-10-06,19:30,上海,威尼斯商人,stage
丁辉,2019-12-09,19:00,上海,曾经如是,stage
高杨,2019-08-25,20:00,深圳,你眼里的蓝,concert
郑云龙,2019-03-09,19:30,北京,谋杀歌谣,stage
龚子棋,2019-07-28,19:30,昆明,你眼里的蓝,concert
王凯,2019-12-06,19:30,北京,人生首席,concert
洪之光,2019-11-08,19:30,北京,洪之光个人独唱音乐会,concert
周深,2019-05-12,19:30,长沙,声入人心巡演,concert
金圣权,2019-11-30,19:30,上海,帅小伙的蔬果店,stage
金圣权,2019-11-23,19:30,重庆,声入山城,concert
丁辉,2019-03-10,14:30,上海,暗恋桃花源,stage
高杨,2019-07-19,19:30,深圳,长腿叔叔,stage
王晰,2019-06-16,19:30,西安,你眼里的蓝,concert
金天泽,2019-07-28,19:30,昆明,你眼里的蓝,concert
马佳,2019-05-11,19:30,长沙,声入人心巡演,concert
高天鹤,2019-05-07,19:30,合肥,声入人心巡演,concert
龚子棋,2019-08-20,19:30,天津,你眼里的蓝,concert
丁辉,2019-06-23,14:30,上海,幺幺洞捌,stage
丁辉,2019-04-12,19:00,长春,声动春城,concert
王晰,2019-08-04,19:30,广州,Cherish珍晰,concert
翟李朔天,2019-05-31,19:30,宁波,声入人心巡演,concert
金天泽,2019-08-16,19:30,西安,你眼里的蓝,concert
丁辉,2019-07-17,19:30,南京,我们剧场见(GALA),concert
陆宇鹏,2019-07-12,19:30,上海,梵高,stage
王凯,2019-12-08,19:30,广州,声动羊城,concert
王晰,2019-06-21,20:00,深圳,你眼里的蓝,concert
洪之光,2019-06-24,18:30,南昌,高雅艺术进校园,concert
代玮,2019-09-27,19:00,湖州,献给老师的歌师生音乐会,concert
高杨,2019-05-09,19:30,武汉,声入人心巡演,concert
龚子棋,2019-12-31,19:30,北京,凯旋之夜,concert
鞠红川,2019-05-05,19:30,常州,声入人心巡演,concert
贾凡,2019-12-21,19:00,杭州,如响应声,concert
翟李朔天,2019-11-08,19:45,西安,保利ART音乐节,concert
郑云龙,2019-08-09,19:30,上海,漫长的告白,stage
金圣权,2019-09-26,21:30,纽约,KISS BEFORE SUNRISE,concert
陆宇鹏,2019-11-08,19:30,北京,音乐之声,stage
翟李朔天,2019-05-03,19:30,成都,保利ART音乐节,concert
代玮,2019-05-12,19:30,长沙,声入人心巡演,concert
南枫,2019-08-14,19:30,苏州,iSING！夏日音乐会,concert
阿云嘎,2019-05-11,19:30,长沙,声入人心巡演,concert
马佳,2019-08-31,19:30,宁波,我爱宁波大型歌会,concert
梁朋杰,2019-11-27,19:30,上海,帅小伙的蔬果店,stage
李彦锋,2019-08-31,17:00,上海,卡罗拉上市音乐节,concert
梁朋杰,2019-08-13,19:30,上海,你眼里的蓝,concert
金天泽,2019-08-31,19:30,宁波,我爱宁波大型歌会,concert
廖昌永,2019-12-10,19:30,北京,诗书画乐的精妙对话,concert
高杨,2019-11-10,14:00,上海,长腿叔叔,stage
代玮,2019-07-24,21:20,长沙,芒果音乐节,concert
王凯,2019-08-10,19:30,青岛,阎师高徒,concert
高杨,2019-08-13,19:30,上海,你眼里的蓝,concert
马佳,2019-11-17,19:30,诸暨,保利ART音乐盛典,concert
贾凡,2019-10-10,19:30,北京,九九艳阳天,stage
方书剑,2019-05-24,19:30,上海,我的遗愿清单,stage
丁辉,2019-08-24,19:30,杭州,我的遗愿清单,stage
余笛,2019-12-06,19:30,北京,人生首席,concert
郑云龙,2019-05-02,19:30,上海,漫长的告白,stage
南枫,2019-08-23,19:30,苏州,iSING！CHINA地久天长,concert
翟李朔天,2019-03-31,14:00,上海,因味爱，所以爱,stage
龚子棋,2019-05-20,19:30,杭州,声入人心巡演,concert
廖昌永,2019-12-27,20:00,珠海,我爱你，中国,concert
丁辉,2019-12-21,19:00,上海,曾经如是,stage
陆宇鹏,2019-10-19,14:30,上海,音乐之声,stage
梁朋杰,2019-11-28,19:30,上海,帅小伙的蔬果店,stage
翟李朔天,2019-11-16,19:15,上海,最爱金曲榜,concert
郑云龙,2019-04-18,19:30,上海,信,stage
金圣权,2019-10-02,19:00,宿迁,共和国日记大型视听交响音乐会,concert
洪之光,2019-06-12,19:30,太原,高雅艺术进校园,concert
洪之光,2019-06-11,19:00,太原,高雅艺术进校园,concert
翟李朔天,2019-06-21,19:30,北京,不说再见,concert
翟李朔天,2019-04-26,19:30,厦门,深夜食堂,stage
方书剑,2019-04-14,14:30,上海,信,stage
周深,2019-06-02,19:00,悉尼,唱给世界听,concert
陆宇鹏,2019-04-30,19:30,珠海,声入人心巡演,concert
梁朋杰,2019-11-23,19:30,上海,帅小伙的蔬果店,stage
金圣权,2019-08-11,19:30,杭州,你眼里的蓝,concert
李文豹,2019-05-09,19:30,武汉,声入人心巡演,concert
郑云龙,2019-08-14,19:30,上海,漫长的告白,stage
梁朋杰,2019-12-31,19:30,上海,音乐之声,stage
鞠红川,2019-06-29,20:00,承德,芒果音乐节中国马镇站,concert
王凯,2019-12-20,19:00,北京,长征,stage
丁辉,2019-04-21,14:30,上海,暗恋桃花源,stage
王晰,2019-04-18,19:30,天津,声入人心巡演,concert
贾凡,2019-11-30,19:30,杭州,九九艳阳天,stage
金圣权,2019-08-20,19:30,天津,你眼里的蓝,concert
仝卓,2019-05-05,19:30,常州,声入人心巡演,concert
廖佳琳,2019-08-20,19:30,天津,你眼里的蓝,concert
金天泽,2019-11-03,19:30,重庆,亦X不染,concert
王晰,2019-10-06,17:40,镇江,长江音乐节,concert
洪之光,2019-06-10,20:00,海口,美丽中国,stage
洪之光,2019-03-08,19:30,北京,东方歌舞一枝花,concert
阿云嘎,2019-06-02,19:30,上海,声入人心巡演,concert
方书剑,2019-04-27,19:30,上海,信,stage
廖昌永,2019-10-19,20:00,成都,金钟奖开幕式,concert
高杨,2019-08-20,19:30,天津,你眼里的蓝,concert
高杨,2019-07-20,19:30,深圳,长腿叔叔,stage
陆宇鹏,2019-07-19,19:30,上海,梵高,stage
丁辉,2019-10-29,22:00,乌镇,幺幺洞捌,stage
王凯,2019-11-16,19:30,扬州,匀酒之夜,concert
郑云龙,2019-10-30,19:30,上海,摇滚年代,stage
丁辉,2019-12-18,19:00,上海,曾经如是,stage
王晰,2019-05-07,19:30,合肥,声入人心巡演,concert
黄子弘凡,2019-08-18,19:30,北京,你眼里的蓝,concert
蔡程昱,2019-04-18,19:30,天津,声入人心巡演,concert
周深,2019-04-30,19:30,珠海,声入人心巡演,concert
余笛,2019-05-25,19:30,上海,云上之声,concert
廖佳琳,2019-12-15,19:30,长沙,Cherish珍晰,concert
王晰,2019-07-28,19:30,南京,Cherish珍晰,concert
方书剑,2019-04-21,14:30,上海,信,stage
蔡程昱,2019-06-02,19:30,上海,声入人心巡演,concert
方书剑,2019-09-28,14:00,苏州,我的遗愿清单,stage
王凯,2019-06-01,15:00,北京,白雪公主,stage
梁朋杰,2019-10-27,14:30,上海,音乐之声,stage
方书剑,2019-07-20,14:30,上海,梵高,stage
丁辉,2019-06-16,14:30,上海,幺幺洞捌,stage
马佳,2019-06-16,19:30,西安,你眼里的蓝,concert
廖佳琳,2019-04-22,19:30,上海,亦X不染,concert
南枫,2019-08-26,19:30,南京,iSING！CHINA地久天长,concert
郑云龙,2019-08-08,19:00,上海,88群星盛典,concert
郑云龙,2019-08-11,19:30,上海,漫长的告白,stage
贾凡,2019-05-26,19:30,上海,云上之声,concert
贾凡,2019-10-11,19:30,北京,九九艳阳天,stage
黄子弘凡,2019-08-10,19:30,南京,你眼里的蓝,concert
贾凡,2019-12-03,19:30,长沙,声入人心II巡演,concert
梁朋杰,2019-08-16,19:30,西安,你眼里的蓝,concert
金圣权,2019-11-29,19:30,上海,帅小伙的蔬果店,stage
方书剑,2019-04-25,19:30,上海,信,stage
黄子弘凡,2019-05-20,19:30,杭州,声入人心巡演,concert
马佳,2019-04-24,19:30,沈阳,声入人心巡演,concert
梁朋杰,2019-12-25,19:30,上海,音乐之声,stage
高杨,2019-07-05,19:30,北京,长腿叔叔,stage
郑云龙,2019-01-16,19:30,上海,谋杀歌谣,stage
丁辉,2019-09-21,14:30,上海,暗恋桃花源,stage
金圣权,2019-11-22,19:30,上海,帅小伙的蔬果店,stage
方书剑,2019-09-28,19:30,苏州,我的遗愿清单,stage
梁朋杰,2019-05-28,19:30,南京,声入人心巡演,concert
方书剑,2019-10-02,19:30,上海,春上海1949,stage
方书剑,2019-07-11,19:30,上海,梵高,stage
王凯,2019-06-21,19:30,北京,不说再见,concert
方书剑,2019-11-03,19:30,武汉,我的遗愿清单,stage
龚子棋,2019-07-23,19:30,武汉,你眼里的蓝,concert
刘彬濠,2019-12-01,14:30,上海,帅小伙的蔬果店,stage
翟李朔天,2019-09-29,19:30,深圳,爱我中华文艺晚会,concert
刘彬濠,2019-09-17,16:00,北京,七彩华夏声在中国,concert
梁朋杰,2019-12-29,14:30,上海,音乐之声,stage
高杨,2019-06-26,19:30,上海,长腿叔叔,stage
方书剑,2019-08-24,19:30,杭州,我的遗愿清单,stage
贾凡,2019-12-24,19:30,苏州,九九艳阳天,stage
陆宇鹏,2019-10-25,19:30,上海,音乐之声,stage
鞠红川,2019-05-22,19:30,厦门,声入人心巡演,concert
周深,2019-04-18,19:30,天津,声入人心巡演,concert
代玮,2019-05-31,19:30,宁波,声入人心巡演,concert
翟李朔天,2019-08-25,19:30,长春,声动春城,concert
蔡尧,2019-06-07,19:30,杭州,Cherish珍晰,concert
王凯,2019-08-03,19:00,北京,长征,stage
洪之光,2019-01-20,19:30,广安,花开东方,concert
陆宇鹏,2019-11-14,19:30,北京,音乐之声,stage
李向哲,2019-12-06,19:30,北京,人生首席,concert
梁朋杰,2019-11-15,19:30,北京,音乐之声,stage
金天泽,2019-08-25,20:00,深圳,你眼里的蓝,concert
黄子弘凡,2019-08-03,19:30,成都,你眼里的蓝,concert
龚子棋,2019-08-09,19:30,深圳,信,stage
蔡程昱,2019-12-02,19:30,长沙,声入人心II巡演,concert
金天泽,2019-08-20,19:30,天津,你眼里的蓝,concert
方书剑,2019-12-14,19:30,佛山,我的遗愿清单,stage
龚子棋,2019-08-31,19:30,成都,信,stage
郑云龙,2019-01-20,19:30,上海,谋杀歌谣,stage
洪之光,2019-06-09,20:00,海口,美丽中国,stage
仝卓,2019-05-31,19:30,宁波,声入人心巡演,concert
代玮,2019-04-19,19:00,金华,师生音乐会,concert
翟李朔天,2019-07-21,19:30,上海,梵高,stage
李琦,2019-06-21,19:30,北京,不说再见,concert
梁朋杰,2019-06-06,19:30,上海,泰爱你,stage
余笛,2019-12-25,19:30,上海,火焰,stage
贾凡,2019-03-06,19:30,上海,十七世纪的不羁音乐,concert
金天泽,2019-05-01,19:30,宁波,我爱你中国·歌颂祖国70华诞大型交响音乐会,concert
郑云龙,2019-11-03,14:30,上海,摇滚年代,stage
高天鹤,2019-06-02,19:30,上海,声入人心巡演,concert
梁朋杰,2019-01-13,20:00,广州,记忆乡愁,concert
梁朋杰,2019-11-23,14:30,上海,帅小伙的蔬果店,stage
翟李朔天,2019-08-31,19:30,上海,泰爱你,stage
丁辉,2019-07-07,14:00,北京,长腿叔叔,stage
龚子棋,2019-12-25,19:30,上海,火焰,stage
张超,2019-07-24,21:20,长沙,芒果音乐节,concert
梁朋杰,2019-05-05,19:30,常州,声入人心巡演,concert
余笛,2019-05-11,19:00,杭州,凯笛LUCK音乐会,concert
郑云龙,2019-07-08,19:30,广州,我们剧场见(GALA),concert
余笛,2019-06-21,19:30,北京,不说再见,concert
王凯,2019-09-07,19:30,成都,人生首席,concert
李文豹,2019-07-27,19:30,长沙,亦X不染,concert
李琦,2019-08-04,20:00,上海,琦妙世界,concert
阿云嘎,2019-04-30,19:30,珠海,声入人心巡演,concert
金天泽,2019-05-03,19:30,成都,保利ART音乐节,concert
郑云龙,2019-10-31,19:30,上海,摇滚年代,stage
丁辉,2019-09-21,19:30,上海,暗恋桃花源,stage
阿云嘎,2019-05-26,19:30,上海,云上之声,concert
廖昌永,2019-12-02,19:30,北京,抒情新时代,concert
梁朋杰,2019-08-11,19:30,杭州,你眼里的蓝,concert
金圣权,2019-08-14,19:30,上海,你眼里的蓝,concert
洪之光,2019-05-03,19:30,北京,东方歌舞一枝花,concert
陆宇鹏,2019-07-13,14:30,上海,梵高,stage
金圣权,2019-08-13,19:30,上海,你眼里的蓝,concert
刘彬濠,2019-05-22,19:30,厦门,声入人心巡演,concert
王晰,2019-09-08,20:00,深圳,Cherish珍晰,concert
贾凡,2019-06-21,20:00,深圳,你眼里的蓝,concert
方书剑,2019-06-08,14:30,长沙,我的遗愿清单,stage
龚子棋,2019-06-21,19:30,北京,不说再见,concert
梁朋杰,2019-12-27,19:30,上海,音乐之声,stage
丁辉,2019-09-20,19:30,上海,暗恋桃花源,stage
龚子棋,2019-08-16,19:30,无锡,信,stage
方书剑,2019-07-14,14:30,上海,梵高,stage
王凯,2019-10-13,-,北京,鲁迅基金七周年音乐会,concert
鞠红川,2019-05-11,19:30,长沙,声入人心巡演,concert
方书剑,2019-05-26,14:00,上海,我的遗愿清单,stage
龚子棋,2019-07-21,19:30,北京,你眼里的蓝,concert
高杨,2019-12-14,19:30,宁波,长腿叔叔,stage
李彦锋,2019-12-31,21:00,海口,跨年演唱会,concert
洪之光,2019-06-21,19:30,南昌,高雅艺术进校园,concert
郑云龙,2019-05-05,19:30,上海,漫长的告白,stage
贾凡,2019-09-29,19:30,深圳,爱我中华文艺晚会,concert
廖佳琳,2019-11-03,19:30,重庆,亦X不染,concert
龚子棋,2019-10-19,18:30,三亚,三亚体育旅游嘉年华启动仪式,concert
刘彬濠,2019-09-07,19:30,成都,人生首席,concert
高杨,2019-07-14,19:30,成都,我们剧场见(GALA),concert
丁辉,2019-09-26,19:30,上海,暗恋桃花源,stage
方书剑,2019-07-13,19:30,上海,梵高,stage
洪之光,2019-06-28,19:30,景德镇,高雅艺术进校园,concert
高杨,2019-06-29,19:30,上海,长腿叔叔,stage
高天鹤,2019-04-16,19:30,北京,声入人心巡演,concert
周深,2019-09-11,14:00,北京,央广音乐之声中国TOP排行榜巡演,concert
余笛,2019-09-07,19:30,成都,人生首席,concert
洪之光,2019-06-27,19:00,景德镇,高雅艺术进校园,concert
廖昌永,2019-02-17,20:00,汕头,春天交响,concert
郑云龙,2019-04-21,19:30,上海,信,stage
王凯,2019-04-12,19:00,长春,声动春城,concert
蔡程昱,2019-04-26,19:30,青岛,声入人心巡演,concert
梁朋杰,2019-12-29,19:30,上海,音乐之声,stage
方书剑,2019-11-12,14:00,上海,追寻,stage
丁辉,2019-10-04,19:30,上海,暗恋桃花源,stage
翟李朔天,2019-04-13,14:00,上海,深夜食堂,stage
高杨,2019-07-16,19:30,深圳,长腿叔叔,stage
金圣权,2019-11-30,14:30,上海,帅小伙的蔬果店,stage
龚子棋,2019-11-23,14:00,武汉,国风音乐盛典,concert
高天鹤,2019-11-08,19:45,西安,保利ART音乐节,concert
黄子弘凡,2019-08-13,19:30,上海,你眼里的蓝,concert
龚子棋,2019-08-10,19:30,深圳,信,stage
梁朋杰,2019-11-21,19:30,上海,帅小伙的蔬果店,stage
仝卓,2019-05-26,19:30,上海,云上之声,concert
丁辉,2019-12-12,19:00,上海,曾经如是,stage
方书剑,2019-11-30,20:00,海口,我的遗愿清单,stage
翟李朔天,2019-04-22,19:30,上海,亦X不染,concert
廖佳琳,2019-12-08,19:30,广州,声动羊城,concert
金天泽,2019-09-27,19:30,北京,亦X不染,concert
刘彬濠,2019-11-27,19:30,上海,帅小伙的蔬果店,stage
周深,2019-01-20,20:00,北京,深空间,concert
蔡程昱,2019-12-31,19:30,海口,跨年演唱会,concert
王凯,2019-12-31,19:30,北京,凯旋之夜,concert
梁朋杰,2019-09-01,19:30,上海,泰爱你,stage
龚子棋,2019-08-10,14:30,深圳,信,stage
方书剑,2019-09-14,19:30,厦门,我的遗愿清单,stage
方书剑,2019-05-14,19:30,重庆,声入人心巡演,concert
高杨,2019-04-24,19:30,沈阳,声入人心巡演,concert
陆宇鹏,2019-07-14,19:30,上海,梵高,stage
方书剑,2019-08-16,19:30,无锡,信,stage
阿云嘎,2019-11-10,19:30,上海,天猫双11狂欢夜,concert
王凯,2019-06-01,19:30,北京,白雪公主,stage
李琦,2019-05-26,19:30,无锡,声入人心巡演,concert
贾凡,2019-04-24,19:30,沈阳,声入人心巡演,concert
丁辉,2019-12-22,15:00,上海,曾经如是,stage
郑云龙,2019-05-26,19:30,上海,云上之声,concert
丁辉,2019-09-19,19:30,上海,暗恋桃花源,stage
丁辉,2019-03-15,19:30,上海,暗恋桃花源,stage
石凯,2019-07-27,19:30,长沙,亦X不染,concert
南枫,2019-10-06,14:30,斯坦福,从东方奇幻到西部壮举,concert
王晰,2019-06-02,19:30,澳门,乐华十周年家族演唱会,concert
周深,2019-03-17,18:40,西安,玩野潮青年文化节,concert
鞠红川,2019-05-03,19:30,成都,保利ART音乐节,concert
王晰,2019-05-12,19:30,长沙,声入人心巡演,concert
方书剑,2019-11-24,15:00,南宁,我的遗愿清单,stage
南枫,2019-11-01,19:30,耶鲁,经典歌剧选段,concert
余笛,2019-01-24,19:00,上海,青春放歌,concert
梁朋杰,2019-11-02,14:30,北京,音乐之声,stage
丁辉,2019-12-13,19:00,上海,曾经如是,stage
洪之光,2019-08-23,19:30,北京,洪之光个人独唱音乐会,concert
高杨,2019-05-12,19:30,长沙,声入人心巡演,concert
廖昌永,2019-09-17,16:00,北京,七彩华夏声在中国,concert
蔡程昱,2019-05-07,19:30,合肥,声入人心巡演,concert
王凯,2019-08-27,14:00,齐齐哈尔,与祖国同行,concert
金天泽,2019-07-23,19:30,武汉,你眼里的蓝,concert
贾凡,2019-09-30,19:30,上海,凡之声,concert
王晰,2019-12-15,19:30,长沙,Cherish珍晰,concert
翟李朔天,2019-09-01,14:30,上海,泰爱你,stage
金圣权,2019-08-24,19:30,广州,你眼里的蓝,concert
郑云龙,2019-07-03,19:30,深圳,我们剧场见(GALA),concert
洪之光,2019-10-13,14:30,成都,洪之光个人独唱音乐会,concert
翟李朔天,2019-12-08,19:30,广州,声动羊城,concert
李文豹,2019-08-25,19:30,长春,声动春城,concert
黄子弘凡,2019-08-24,19:30,广州,你眼里的蓝,concert
贾凡,2019-05-14,19:30,重庆,声入人心巡演,concert
阿云嘎,2019-07-08,19:30,广州,我们剧场见(GALA),concert
丁辉,2019-10-10,19:30,上海,暗恋桃花源,stage
丁辉,2019-06-19,19:30,上海,幺幺洞捌,stage
王晰,2019-10-12,20:00,南宁,Cherish珍晰,concert
刘彬濠,2019-08-25,19:30,长春,声动春城,concert
陆宇鹏,2019-10-23,19:30,上海,音乐之声,stage
贾凡,2019-12-25,19:30,苏州,九九艳阳天,stage
陆宇鹏,2019-11-06,19:30,北京,音乐之声,stage
王凯,2019-09-01,-,北京,火焰音乐节开幕式,concert
陆宇鹏,2019-11-10,14:30,北京,音乐之声,stage
鞠红川,2019-09-19,20:30,南宁,第21届南宁国际民歌节艺术节,concert
梁朋杰,2019-11-30,14:30,上海,帅小伙的蔬果店,stage
梁朋杰,2019-11-30,19:30,上海,帅小伙的蔬果店,stage
张超,2019-06-02,19:30,上海,声入人心巡演,concert
翟李朔天,2019-09-01,19:30,上海,泰爱你,stage
郑云龙,2019-01-15,19:30,上海,谋杀歌谣,stage
金天泽,2019-11-16,19:30,海口,Cherish珍晰,concert
郑云龙,2019-05-05,14:00,上海,漫长的告白,stage
郑云龙,2019-10-16,19:30,北京,因楽聚,concert
刘彬濠,2019-12-21,19:30,厦门,Cherish珍晰,concert
南枫,2019-08-12,19:00,苏州,iSING！夏日音乐会,concert
石凯,2019-05-09,19:30,武汉,声入人心巡演,concert
翟李朔天,2019-03-30,19:30,上海,因味爱，所以爱,stage
金圣权,2019-12-01,14:30,上海,帅小伙的蔬果店,stage
翟李朔天,2019-05-09,19:30,武汉,声入人心巡演,concert
蔡程昱,2019-05-20,19:30,杭州,声入人心巡演,concert
丁辉,2019-03-16,14:30,上海,暗恋桃花源,stage
龚子棋,2019-05-03,19:30,成都,保利ART音乐节,concert
廖佳琳,2019-04-24,19:30,沈阳,声入人心巡演,concert
李琦,2019-05-28,19:30,南京,声入人心巡演,concert
陆宇鹏,2019-11-09,19:30,北京,音乐之声,stage
王晰,2019-10-19,19:30,重庆,Cherish珍晰,concert
丁辉,2019-12-20,19:00,上海,曾经如是,stage
郑云龙,2019-05-16,19:30,青岛,信,stage
方书剑,2019-10-01,19:30,上海,春上海1949,stage
李向哲,2019-05-20,19:30,杭州,声入人心巡演,concert
翟李朔天,2019-11-17,19:30,诸暨,保利ART音乐盛典,concert
王凯,2019-05-30,19:30,北京,白雪公主,stage
